"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2011 - 03","198151","18.2","3","50.0","6.1","1","-75.0","6.1","1","0.0"
"2011 - 04","198242","18.2","3","0.0","6.1","1","0.0","0","0","-100.0"
"2011 - 05","198334","42.4","7","133.3","36.3","6","500.0","0","0","NaN.0"
"2011 - 06","198425","72.6","12","71.4","36.3","6","0.0","6","1","NaN.0"
"2011 - 07","198517","54.4","9","-25.0","42.3","7","16.7","0","0","-100.0"
"2011 - 08","198633","12.1","2","-77.8","18.1","3","-57.1","12.1","2","NaN.0"
"2011 - 09","198749","36.2","6","200.0","12.1","2","-33.3","0","0","-100.0"
"2011 - 10","198865","42.2","7","16.7","6","1","-50.0","6","1","NaN.0"
"2011 - 11","198981","12.1","2","-71.4","0","0","-100.0","0","0","-100.0"
"2011 - 12","199097","24.1","4","100.0","18.1","3","NaN.0","0","0","NaN.0"
"2012 - 01","199213","36.1","6","50.0","18.1","3","0.0","6","1","NaN.0"
"2012 - 02","199328","12","2","-66.7","6","1","-66.7","6","1","0.0"
"2012 - 03","199444","36.1","6","200.0","24.1","4","300.0","0","0","-100.0"
"2012 - 04","199560","30.1","5","-16.7","12","2","-50.0","6","1","NaN.0"
"2012 - 05","199676","36.1","6","20.0","24","4","100.0","0","0","-100.0"
"2012 - 06","199792","18","3","-50.0","12","2","-50.0","6","1","NaN.0"
"2012 - 07","199908","18","3","0.0","12","2","0.0","6","1","0.0"
"2012 - 08","199960","48","8","166.7","12","2","0.0","0","0","-100.0"
"2012 - 09","200012","12","2","-75.0","6","1","-50.0","12","2","NaN.0"
"2012 - 10","200064","30","5","150.0","18","3","200.0","12","2","0.0"
"2012 - 11","200116","36","6","20.0","18","3","0.0","0","0","-100.0"
"2012 - 12","200168","24","4","-33.3","12","2","-33.3","12","2","NaN.0"
"2013 - 01","200220","42","7","75.0","36","6","200.0","0","0","-100.0"
"2013 - 02","200271","36","6","-14.3","18","3","-50.0","0","0","NaN.0"
"2013 - 03","200323","24","4","-33.3","6","1","-66.7","0","0","NaN.0"
"2013 - 04","200375","24","4","0.0","12","2","100.0","18","3","NaN.0"
"2013 - 05","200427","12","2","-50.0","23.9","4","100.0","12","2","-33.3"
"2013 - 06","200479","12","2","0.0","12","2","-50.0","18","3","50.0"
"2013 - 07","200531","59.8","10","400.0","18","3","50.0","12","2","-33.3"
"2013 - 08","200619","41.9","7","-30.0","35.9","6","100.0","12","2","0.0"
"2013 - 09","200707","47.8","8","14.3","23.9","4","-33.3","0","0","-100.0"
"2013 - 10","200795","17.9","3","-62.5","12","2","-50.0","6","1","NaN.0"
"2013 - 11","200882","35.8","6","100.0","23.9","4","100.0","11.9","2","100.0"
"2013 - 12","200970","11.9","2","-66.7","17.9","3","-25.0","6","1","-50.0"
"2014 - 01","201058","29.8","5","150.0","11.9","2","-33.3","23.9","4","300.0"
"2014 - 02","201146","29.8","5","0.0","23.9","4","100.0","0","0","-100.0"
"2014 - 03","201234","23.9","4","-20.0","23.9","4","0.0","6","1","NaN.0"
"2014 - 04","201322","29.8","5","25.0","6","1","-75.0","0","0","-100.0"
"2014 - 05","201409","35.7","6","20.0","35.7","6","500.0","0","0","NaN.0"
"2014 - 06","201497","35.7","6","0.0","17.9","3","-50.0","6","1","NaN.0"
"2014 - 07","201585","35.7","6","0.0","23.8","4","33.3","6","1","0.0"
"2014 - 08","201652","59.5","10","66.7","6","1","-75.0","0","0","-100.0"
