"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2011 - 08","199854","42","7","16.7","30","5","0.0","18","3","-25.0"
"2011 - 09","199885","72","12","71.4","30","5","0.0","12","2","-33.3"
"2011 - 10","199917","48","8","-33.3","30","5","0.0","0","0","-100.0"
"2011 - 11","199948","36","6","-25.0","18","3","-40.0","6","1","NaN.0"
"2011 - 12","199980","42","7","16.7","18","3","0.0","0","0","-100.0"
"2012 - 01","200012","42","7","0.0","12","2","-33.3","6","1","NaN.0"
"2012 - 02","200043","42","7","0.0","12","2","0.0","6","1","0.0"
"2012 - 03","200075","30","5","-28.6","12","2","0.0","6","1","0.0"
"2012 - 04","200106","24","4","-20.0","0","0","-100.0","6","1","0.0"
"2012 - 05","200138","36","6","50.0","42","7","NaN.0","12","2","100.0"
"2012 - 06","200169","48","8","33.3","24","4","-42.9","18","3","50.0"
"2012 - 07","200201","42","7","-12.5","24","4","0.0","12","2","-33.3"
"2012 - 08","200223","53.9","9","28.6","36","6","50.0","6","1","-50.0"
"2012 - 09","200244","41.9","7","-22.2","36","6","0.0","18","3","200.0"
"2012 - 10","200266","53.9","9","28.6","30","5","-16.7","0","0","-100.0"
"2012 - 11","200288","35.9","6","-33.3","6","1","-80.0","0","0","NaN.0"
"2012 - 12","200309","30","5","-16.7","30","5","400.0","6","1","NaN.0"
"2013 - 01","200331","12","2","-60.0","0","0","-100.0","12","2","100.0"
"2013 - 02","200353","35.9","6","200.0","6","1","NaN.0","6","1","-50.0"
"2013 - 03","200374","77.9","13","116.7","29.9","5","400.0","12","2","100.0"
"2013 - 04","200396","35.9","6","-53.8","12","2","-60.0","0","0","-100.0"
"2013 - 05","200418","41.9","7","16.7","23.9","4","100.0","18","3","NaN.0"
"2013 - 06","200439","18","3","-57.1","23.9","4","0.0","6","1","-66.7"
